[2022-07-08 01:19:08] Ora2Pg version: 23.1
[2022-07-08 01:19:08] Export type: SHOW_TABLE
[2022-07-08 01:19:08] Geometry export type: INTERNAL
[2022-07-08 01:19:08] ORACLE_HOME = /usr/local/oracle/10g
[2022-07-08 01:19:08] NLS_LANG = AMERICAN_AMERICA.AL32UTF8
[2022-07-08 01:19:08] NLS_NCHAR = AL32UTF8
[2022-07-08 01:19:08] Trying to connect to database: dbi:Oracle:host=srv-dbora-03.whebdc.com.br;service_name=DEV_1810;port=1521
[2022-07-08 01:19:09] Isolation level: SET TRANSACTION ISOLATION LEVEL SERIALIZABLE
[2022-07-08 01:19:09] Showing table information...
[2022-07-08 01:20:16] Collecting 26408 tables in DBA_OBJECTS took: 67 wallclock secs ( 0.08 usr +  0.02 sys =  0.10 CPU)
[2022-07-08 01:21:41] Collecting 22920 tables information in DBA_TABLES took: 85 wallclock secs ( 0.21 usr +  0.02 sys =  0.23 CPU)
[2022-07-08 01:21:41] Retrieving column identity information...
[2022-07-08 01:22:26] Looking to subpartition information...
[2022-07-08 01:22:35] Looking to partitioned tables information...
[2022-07-08 01:22:40] Looking to external tables information...
[2022-07-08 01:22:40] [1] TABLE COMERCIAL.AAZF_MED (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10112] TABLE COMERCIAL.NICU_MED_ADMINISTRATION (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10113] TABLE COMERCIAL.NICU_OBSERVATION (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10114] TABLE COMERCIAL.NICU_PARENT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10115] TABLE COMERCIAL.NICU_PARENT_PATIENT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10116] TABLE COMERCIAL.NICU_PATIENT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10117] TABLE COMERCIAL.NICU_PATIENT_ALLERGY (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10118] TABLE COMERCIAL.NICU_PATIENT_GOAL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10119] TABLE COMERCIAL.NICU_PATIENT_SIBLINGS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10120] TABLE COMERCIAL.NICU_PATIENT_VISITORS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10121] TABLE COMERCIAL.NICU_POSITIONING (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10122] TABLE COMERCIAL.NICU_POSITIONING_SCORE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10123] TABLE COMERCIAL.NICU_PROBLEM_LIST (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10124] TABLE COMERCIAL.NICU_SCHEDULE_CATEGORY (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10125] TABLE COMERCIAL.NICU_SCHEDULE_PATIENT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10126] TABLE COMERCIAL.NICU_SCHEDULE_SHIFT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10127] TABLE COMERCIAL.NICU_SCHEDULE_TASK (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10128] TABLE COMERCIAL.NICU_SCHEDULE_TASK_REPEAT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10129] TABLE COMERCIAL.NICU_SETTINGS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10130] TABLE COMERCIAL.NICU_SKIN_SKIN (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10131] TABLE COMERCIAL.NICU_TELECOM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10132] TABLE COMERCIAL.NISS_CLASSIF_SETOR (owner: COMERCIAL, 7 rows)
[2022-07-08 01:23:02] [10133] TABLE COMERCIAL.NISS_EXPORTACAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10134] TABLE COMERCIAL.NISS_INFECCAO_SITIO (owner: COMERCIAL, 1030 rows)
[2022-07-08 01:23:02] [10135] TABLE COMERCIAL.NISS_INVASIVIDADE (owner: COMERCIAL, 265458 rows)
[2022-07-08 01:23:02] [10136] TABLE COMERCIAL.NISS_PROCEDIMENTO (owner: COMERCIAL, 285 rows)
[2022-07-08 01:23:02] [10137] TABLE COMERCIAL.NISS_SETOR_INDICE (owner: COMERCIAL, 717 rows)
[2022-07-08 01:23:02] [10138] TABLE COMERCIAL.NISS_SETOR_INDICE_NEO (owner: COMERCIAL, 172 rows)
[2022-07-08 01:23:02] [10139] TABLE COMERCIAL.NISS_SITIO_ESPECIFICO (owner: COMERCIAL, 44 rows)
[2022-07-08 01:23:02] [10140] TABLE COMERCIAL.NISS_SITIO_PRINCIPAL (owner: COMERCIAL, 13 rows)
[2022-07-08 01:23:02] [10141] TABLE COMERCIAL.NISS_SITIO_PRINC_ESP (owner: COMERCIAL, 69 rows)
[2022-07-08 01:23:02] [10142] TABLE COMERCIAL.NISS_TAXA_REFERENCIA (owner: COMERCIAL, 1 rows)
[2022-07-08 01:23:02] [10143] TABLE COMERCIAL.NISS_TOPOGRAFIA (owner: COMERCIAL, 17 rows)
[2022-07-08 01:23:02] [10144] TABLE COMERCIAL.NIVEL_CAPACIDADE (owner: COMERCIAL, 4 rows)
[2022-07-08 01:23:02] [10145] TABLE COMERCIAL.NIVEL_CAPAC_FUNCIONAL_ECOG (owner: COMERCIAL, 6 rows)
[2022-07-08 01:23:02] [10146] TABLE COMERCIAL.NIVEL_COMPLEXIDADE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10147] TABLE COMERCIAL.NIVEL_FILIACAO (owner: COMERCIAL, 5 rows)
[2022-07-08 01:23:02] [10148] TABLE COMERCIAL.NIVEL_GRUPO_DES (owner: COMERCIAL, 7 rows)
[2022-07-08 01:23:02] [10149] TABLE COMERCIAL.NIVEL_GRUPO_SUP (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10150] TABLE COMERCIAL.NIVEL_SEGURANCA_ALERTA (owner: COMERCIAL, 3 rows)
[2022-07-08 01:23:02] [10151] TABLE COMERCIAL.NOM_CRONICAS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10152] TABLE COMERCIAL.NOM_CRON_ANTECEDENTES (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:02] [10153] TABLE COMERCIAL.NOM_CRON_RECOMENDACAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10154] TABLE COMERCIAL.NOM_CRON_VISITA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10155] TABLE COMERCIAL.NOM_EGRESO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10156] TABLE COMERCIAL.NOM_LOG_CONVENIO_MX (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10157] TABLE COMERCIAL.NOM_MOTIVO_INTERCAMBIO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10158] TABLE COMERCIAL.NOM_NASCIMENTO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10159] TABLE COMERCIAL.NOM_PADRAO_GERAL_SAUDE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10160] TABLE COMERCIAL.NOM_RC_AFILIACION (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10161] TABLE COMERCIAL.NOM_RC_ALERGIA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10162] TABLE COMERCIAL.NOM_RC_CABECALHO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10163] TABLE COMERCIAL.NOM_RC_DEFICIENCIA_PAC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10164] TABLE COMERCIAL.NOM_RC_DIAGNOSTICO_PAC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10165] TABLE COMERCIAL.NOM_RC_ENCONTRO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10166] TABLE COMERCIAL.NOM_RC_EPISODIO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10167] TABLE COMERCIAL.NOM_RC_EVOLUCAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10168] TABLE COMERCIAL.NOM_RC_HEREDOFAMILIAR (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10169] TABLE COMERCIAL.NOM_RC_IMPRESSAO_DIAG (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10170] TABLE COMERCIAL.NOM_RC_MEDICAMENTO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10171] TABLE COMERCIAL.NOM_RC_MEDICAMENTO_PAC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10172] TABLE COMERCIAL.NOM_RC_MOTIVO_REF (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10173] TABLE COMERCIAL.NOM_RC_NO_PATOLOGICO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10174] TABLE COMERCIAL.NOM_RC_PATOLOGICO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10175] TABLE COMERCIAL.NOM_RC_PESSOA_FISICA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10176] TABLE COMERCIAL.NOM_RC_PESSOA_JURIDICA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10177] TABLE COMERCIAL.NOM_RC_PLANO_TRATAMENTO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10178] TABLE COMERCIAL.NOM_RC_PROCEDIMENTO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10179] TABLE COMERCIAL.NOM_RC_PROGNOSTICO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10180] TABLE COMERCIAL.NOM_RC_RESULTADO_LAB (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10181] TABLE COMERCIAL.NOM_RC_SINAIS_VITAIS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10182] TABLE COMERCIAL.NOM_RC_SINTOMATOLOGIA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10183] TABLE COMERCIAL.NOM_REGRA_CRIPTO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10184] TABLE COMERCIAL.NOTA_CREDITO (owner: COMERCIAL, 45 rows)
[2022-07-08 01:23:03] [10185] TABLE COMERCIAL.NOTA_CREDITO_BAIXA (owner: COMERCIAL, 15 rows)
[2022-07-08 01:23:03] [10186] TABLE COMERCIAL.NOTA_CREDITO_CLASSIF (owner: COMERCIAL, 32 rows)
[2022-07-08 01:23:03] [10187] TABLE COMERCIAL.NOTA_CREDITO_HIST (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10188] TABLE COMERCIAL.NOTA_CREDITO_SOLIC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10189] TABLE COMERCIAL.NOTA_FISCAL (owner: COMERCIAL, 47612 rows)
[2022-07-08 01:23:03] [10190] TABLE COMERCIAL.NOTA_FISCAL_ADIANT_PAGO (owner: COMERCIAL, 4 rows)
[2022-07-08 01:23:03] [10191] TABLE COMERCIAL.NOTA_FISCAL_ADIANT_RECEB (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10192] TABLE COMERCIAL.NOTA_FISCAL_AIDF (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10193] TABLE COMERCIAL.NOTA_FISCAL_ANEXO (owner: COMERCIAL, 1 rows)
[2022-07-08 01:23:03] [10194] TABLE COMERCIAL.NOTA_FISCAL_CLASSIF_OPS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10195] TABLE COMERCIAL.NOTA_FISCAL_CONSIST (owner: COMERCIAL, 299 rows)
[2022-07-08 01:23:03] [10196] TABLE COMERCIAL.NOTA_FISCAL_CONTA (owner: COMERCIAL, 1 rows)
[2022-07-08 01:23:03] [10197] TABLE COMERCIAL.NOTA_FISCAL_DESP_ADIC (owner: COMERCIAL, 112 rows)
[2022-07-08 01:23:03] [10198] TABLE COMERCIAL.NOTA_FISCAL_EXPORTADA (owner: COMERCIAL, 51 rows)
[2022-07-08 01:23:03] [10199] TABLE COMERCIAL.NOTA_FISCAL_HIST (owner: COMERCIAL, 17944 rows)
[2022-07-08 01:23:03] [10200] TABLE COMERCIAL.NOTA_FISCAL_IMPORTADA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10201] TABLE COMERCIAL.NOTA_FISCAL_INT_IMP (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10202] TABLE COMERCIAL.NOTA_FISCAL_ITEM (owner: COMERCIAL, 60756 rows)
[2022-07-08 01:23:03] [10203] TABLE COMERCIAL.NOTA_FISCAL_ITEM_ATEND (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10204] TABLE COMERCIAL.NOTA_FISCAL_ITEM_INT_IMP (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10205] TABLE COMERCIAL.NOTA_FISCAL_ITEM_LOTE (owner: COMERCIAL, 1053 rows)
[2022-07-08 01:23:03] [10206] TABLE COMERCIAL.NOTA_FISCAL_ITEM_RATEIO (owner: COMERCIAL, 7129 rows)
[2022-07-08 01:23:03] [10207] TABLE COMERCIAL.NOTA_FISCAL_ITEM_REP (owner: COMERCIAL, 1 rows)
[2022-07-08 01:23:03] [10208] TABLE COMERCIAL.NOTA_FISCAL_ITEM_TRIB (owner: COMERCIAL, 281 rows)
[2022-07-08 01:23:03] [10209] TABLE COMERCIAL.NOTA_FISCAL_ITEM_TRIB_PREV (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10210] TABLE COMERCIAL.NOTA_FISCAL_LOCALIZACAO (owner: COMERCIAL, 1 rows)
[2022-07-08 01:23:03] [10211] TABLE COMERCIAL.NOTA_FISCAL_LOTE_NFE (owner: COMERCIAL, 307 rows)
[2022-07-08 01:23:03] [10212] TABLE COMERCIAL.NOTA_FISCAL_OC_RATEIO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10213] TABLE COMERCIAL.NOTA_FISCAL_TRANSFERENCIA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10214] TABLE COMERCIAL.NOTA_FISCAL_TRANSF_ITEM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10215] TABLE COMERCIAL.NOTA_FISCAL_TRANSPORTADORA (owner: COMERCIAL, 55 rows)
[2022-07-08 01:23:03] [10216] TABLE COMERCIAL.NOTA_FISCAL_TRIB (owner: COMERCIAL, 1980 rows)
[2022-07-08 01:23:03] [10217] TABLE COMERCIAL.NOTA_FISCAL_TRIB_PREV (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10218] TABLE COMERCIAL.NOTA_FISCAL_VENC (owner: COMERCIAL, 46460 rows)
[2022-07-08 01:23:03] [10219] TABLE COMERCIAL.NOTA_FISCAL_VENC_TRIB (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10220] TABLE COMERCIAL.NOTA_FISCAL_VENC_TRIB_PREV (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10221] TABLE COMERCIAL.NOTA_TIPO_SERVICO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10222] TABLE COMERCIAL.NOTIFICACAO_INTEGRACAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10223] TABLE COMERCIAL.NOTIFICACAO_SINAN (owner: COMERCIAL, 99 rows)
[2022-07-08 01:23:03] [10224] TABLE COMERCIAL.NOTIFICACOES (owner: COMERCIAL, 3 rows)
[2022-07-08 01:23:03] [10225] TABLE COMERCIAL.NOTIFICACOES_LIDAS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10226] TABLE COMERCIAL.NUMERO_DUPLICATA_RECEBER (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10227] TABLE COMERCIAL.NURSE_SHIFT_USER (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10228] TABLE COMERCIAL.NURSE_SHIFT_USER_DAILY (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10229] TABLE COMERCIAL.NURSE_SHIFT_USER_DAILY_LOG (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10230] TABLE COMERCIAL.NURSING_CARE_CATALOG (owner: COMERCIAL, 1 rows)
[2022-07-08 01:23:03] [10231] TABLE COMERCIAL.NURSING_CARE_CAT_CODE (owner: COMERCIAL, 1 rows)
[2022-07-08 01:23:03] [10232] TABLE COMERCIAL.NURSING_CARE_DEPARTMENT (owner: COMERCIAL, 4 rows)
[2022-07-08 01:23:03] [10233] TABLE COMERCIAL.NURSING_CARE_ENCOUNTER (owner: COMERCIAL, 73 rows)
[2022-07-08 01:23:03] [10234] TABLE COMERCIAL.NURSING_CARE_ENC_RESULT (owner: COMERCIAL, 31 rows)
[2022-07-08 01:23:03] [10235] TABLE COMERCIAL.NURSING_CARE_EXCLUSION (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10236] TABLE COMERCIAL.NURSING_CARE_IMPORT (owner: COMERCIAL, 4 rows)
[2022-07-08 01:23:03] [10237] TABLE COMERCIAL.NURSING_CARE_IMPORT_FILES (owner: COMERCIAL, 3 rows)
[2022-07-08 01:23:03] [10238] TABLE COMERCIAL.NURSING_CARE_IMPORT_ITEMS (owner: COMERCIAL, 1 rows)
[2022-07-08 01:23:03] [10239] TABLE COMERCIAL.NURSING_CARE_ITEM (owner: COMERCIAL, 13 rows)
[2022-07-08 01:23:03] [10240] TABLE COMERCIAL.NURSING_CARE_RESULT (owner: COMERCIAL, 15 rows)
[2022-07-08 01:23:03] [10241] TABLE COMERCIAL.NURSING_CARE_VERSION (owner: COMERCIAL, 13 rows)
[2022-07-08 01:23:03] [10242] TABLE COMERCIAL.NURSING_IMPORT_FILE_ITEM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10243] TABLE COMERCIAL.NURSING_TEAM (owner: COMERCIAL, 4 rows)
[2022-07-08 01:23:03] [10244] TABLE COMERCIAL.NURSING_TEAM_PROF (owner: COMERCIAL, 14 rows)
[2022-07-08 01:23:03] [10245] TABLE COMERCIAL.NUTRICAO_LEITE_DERIV (owner: COMERCIAL, 4 rows)
[2022-07-08 01:23:03] [10246] TABLE COMERCIAL.NUTRICAO_LEITE_DERIV_ADIC (owner: COMERCIAL, 5 rows)
[2022-07-08 01:23:03] [10247] TABLE COMERCIAL.NUTRICAO_LEITE_DERIV_SOLUB (owner: COMERCIAL, 1 rows)
[2022-07-08 01:23:03] [10248] TABLE COMERCIAL.NUTRICAO_PRODUTO (owner: COMERCIAL, 22 rows)
[2022-07-08 01:23:03] [10249] TABLE COMERCIAL.NUTRITIONAL_GUIDANCE_PAT (owner: COMERCIAL, 4 rows)
[2022-07-08 01:23:03] [10250] TABLE COMERCIAL.NUTRITION_INTAKE_GOALS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10251] TABLE COMERCIAL.NUTRITION_INTAKE_GOAL_ITEM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10252] TABLE COMERCIAL.NUT_ALERTA (owner: COMERCIAL, 7 rows)
[2022-07-08 01:23:03] [10253] TABLE COMERCIAL.NUT_AREA_PRODUCAO (owner: COMERCIAL, 6 rows)
[2022-07-08 01:23:03] [10254] TABLE COMERCIAL.NUT_AREA_PROD_REC (owner: COMERCIAL, 37 rows)
[2022-07-08 01:23:03] [10255] TABLE COMERCIAL.NUT_ARREDONDA_VOLUME (owner: COMERCIAL, 1 rows)
[2022-07-08 01:23:03] [10256] TABLE COMERCIAL.NUT_ATEND_ACOMPANHANTE (owner: COMERCIAL, 6984 rows)
[2022-07-08 01:23:03] [10257] TABLE COMERCIAL.NUT_ATEND_ACOMP_DIETA (owner: COMERCIAL, 23455 rows)
[2022-07-08 01:23:03] [10258] TABLE COMERCIAL.NUT_ATEND_CARDAPIO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10259] TABLE COMERCIAL.NUT_ATEND_DIA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10260] TABLE COMERCIAL.NUT_ATEND_DIETA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10261] TABLE COMERCIAL.NUT_ATEND_SERVICO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10262] TABLE COMERCIAL.NUT_ATEND_SERV_CLASSIF (owner: COMERCIAL, 7 rows)
[2022-07-08 01:23:03] [10263] TABLE COMERCIAL.NUT_ATEND_SERV_DIA (owner: COMERCIAL, 150289 rows)
[2022-07-08 01:23:03] [10264] TABLE COMERCIAL.NUT_ATEND_SERV_DIA_DIETA (owner: COMERCIAL, 295 rows)
[2022-07-08 01:23:03] [10265] TABLE COMERCIAL.NUT_ATEND_SERV_DIA_HIST (owner: COMERCIAL, 822 rows)
[2022-07-08 01:23:03] [10266] TABLE COMERCIAL.NUT_ATEND_SERV_DIA_REP (owner: COMERCIAL, 29512 rows)
[2022-07-08 01:23:03] [10267] TABLE COMERCIAL.NUT_ATEND_SERV_DIETA (owner: COMERCIAL, 406 rows)
[2022-07-08 01:23:03] [10268] TABLE COMERCIAL.NUT_ATEND_SERV_INCONSIST (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10269] TABLE COMERCIAL.NUT_ATEND_SERV_PRESCR_AVAL (owner: COMERCIAL, 185404 rows)
[2022-07-08 01:23:03] [10270] TABLE COMERCIAL.NUT_BLOQUEAR_CONDUTA (owner: COMERCIAL, 5 rows)
[2022-07-08 01:23:03] [10271] TABLE COMERCIAL.NUT_CARDAPIO (owner: COMERCIAL, 2356 rows)
[2022-07-08 01:23:03] [10272] TABLE COMERCIAL.NUT_CARDAPIO_DIA (owner: COMERCIAL, 1554 rows)
[2022-07-08 01:23:03] [10273] TABLE COMERCIAL.NUT_CARDAPIO_PADRAO_REC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10274] TABLE COMERCIAL.NUT_CARDAPIO_PROTOCOLO (owner: COMERCIAL, 4 rows)
[2022-07-08 01:23:03] [10275] TABLE COMERCIAL.NUT_CARDAPIO_PROT_CARDAPIO (owner: COMERCIAL, 30 rows)
[2022-07-08 01:23:03] [10276] TABLE COMERCIAL.NUT_CARDAPIO_PROT_OPCAO (owner: COMERCIAL, 14 rows)
[2022-07-08 01:23:03] [10277] TABLE COMERCIAL.NUT_CARDAPIO_PROT_REFEICAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10278] TABLE COMERCIAL.NUT_CARDAPIO_REFEICAO (owner: COMERCIAL, 2 rows)
[2022-07-08 01:23:03] [10279] TABLE COMERCIAL.NUT_CARDAPIO_SERVICO (owner: COMERCIAL, 13 rows)
[2022-07-08 01:23:03] [10280] TABLE COMERCIAL.NUT_CARDARIO_PADRAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10281] TABLE COMERCIAL.NUT_CATEGORIA_INCONS (owner: COMERCIAL, 1 rows)
[2022-07-08 01:23:03] [10282] TABLE COMERCIAL.NUT_CLASSIFICACAO_ALERTA (owner: COMERCIAL, 1 rows)
[2022-07-08 01:23:03] [10283] TABLE COMERCIAL.NUT_CLASSIF_PACIENTE (owner: COMERCIAL, 4 rows)
[2022-07-08 01:23:03] [10284] TABLE COMERCIAL.NUT_CLASSIF_PF_ALERTA (owner: COMERCIAL, 1 rows)
[2022-07-08 01:23:03] [10285] TABLE COMERCIAL.NUT_COMPOSICAO (owner: COMERCIAL, 35 rows)
[2022-07-08 01:23:03] [10286] TABLE COMERCIAL.NUT_COMP_NUTRICIONAL (owner: COMERCIAL, 1719 rows)
[2022-07-08 01:23:03] [10287] TABLE COMERCIAL.NUT_COMP_SERVICO (owner: COMERCIAL, 75 rows)
[2022-07-08 01:23:03] [10288] TABLE COMERCIAL.NUT_CONTATO_MEDICO (owner: COMERCIAL, 36 rows)
[2022-07-08 01:23:03] [10289] TABLE COMERCIAL.NUT_DADOS_PACIENTE (owner: COMERCIAL, 39 rows)
[2022-07-08 01:23:03] [10290] TABLE COMERCIAL.NUT_DADOS_PACIENTE_HIST (owner: COMERCIAL, 44 rows)
[2022-07-08 01:23:03] [10291] TABLE COMERCIAL.NUT_DEFINICAO_PRESCR_LOG (owner: COMERCIAL, 29643 rows)
[2022-07-08 01:23:03] [10292] TABLE COMERCIAL.NUT_DIETA_REC (owner: COMERCIAL, 61 rows)
[2022-07-08 01:23:03] [10293] TABLE COMERCIAL.NUT_ELEMENTO (owner: COMERCIAL, 52 rows)
[2022-07-08 01:23:03] [10294] TABLE COMERCIAL.NUT_ELEMENTO_CADASTRO (owner: COMERCIAL, 28 rows)
[2022-07-08 01:23:03] [10295] TABLE COMERCIAL.NUT_ELEMENTO_UNID_MED (owner: COMERCIAL, 43 rows)
[2022-07-08 01:23:03] [10296] TABLE COMERCIAL.NUT_ELEM_MATERIAL (owner: COMERCIAL, 84 rows)
[2022-07-08 01:23:03] [10297] TABLE COMERCIAL.NUT_FATOR_ATIV (owner: COMERCIAL, 3 rows)
[2022-07-08 01:23:03] [10298] TABLE COMERCIAL.NUT_FATOR_STRESS (owner: COMERCIAL, 5 rows)
[2022-07-08 01:23:03] [10299] TABLE COMERCIAL.NUT_GENERO_ALIM (owner: COMERCIAL, 157 rows)
[2022-07-08 01:23:03] [10300] TABLE COMERCIAL.NUT_GRUPO_ALIMENTO (owner: COMERCIAL, 7 rows)
[2022-07-08 01:23:03] [10301] TABLE COMERCIAL.NUT_GRUPO_COMPOSICAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10302] TABLE COMERCIAL.NUT_GRUPO_COMP_COMP (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10303] TABLE COMERCIAL.NUT_GRUPO_GENERO (owner: COMERCIAL, 15 rows)
[2022-07-08 01:23:03] [10304] TABLE COMERCIAL.NUT_GRUPO_PRODUCAO (owner: COMERCIAL, 7 rows)
[2022-07-08 01:23:03] [10305] TABLE COMERCIAL.NUT_GRUPO_PRODUCAO_DIETA (owner: COMERCIAL, 23 rows)
[2022-07-08 01:23:03] [10306] TABLE COMERCIAL.NUT_GRUPO_RECEITA (owner: COMERCIAL, 10 rows)
[2022-07-08 01:23:03] [10307] TABLE COMERCIAL.NUT_GUIDANCE_COMPOSITION (owner: COMERCIAL, 22 rows)
[2022-07-08 01:23:03] [10308] TABLE COMERCIAL.NUT_IMPRESSAO_RELATORIO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10309] TABLE COMERCIAL.NUT_INTAKE_LAB_RESULTS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10310] TABLE COMERCIAL.NUT_INTEGRACAO_CATRACA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10311] TABLE COMERCIAL.NUT_INTEG_CATRACA_ITEM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:23:03] [10312] TABLE COMERCIAL.NUT_ITEM_EXTRA (owner: COMERCIAL, 95 rows)
[2022-07-08 01:23:03] [10313] TABLE COMERCIAL.NUT_LOCAL_ATENDIMENTO (owner: COMERCIAL, 7 rows)
[2022-07-08 01:23:03] [10314] TABLE COMERCIAL.NUT_LOCAL_ENTREGA_REFEICAO (owner: COMERCIAL, 1 rows)
